filename	error
YF3bQCTCUwBc_70.000_80.000.wav	[0;31mERROR:[0m [youtube] F3bQCTCUwBc: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YF6fUD5uOSNw_27.000_37.000.wav	[0;31mERROR:[0m [youtube] F6fUD5uOSNw: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YF7CqvjjkHyA_30.000_40.000.wav	[0;31mERROR:[0m [youtube] F7CqvjjkHyA: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YF7HBDiSOlK8_20.000_30.000.wav	[0;31mERROR:[0m [youtube] F7HBDiSOlK8: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YF7bijbB4Zv0_0.000_10.000.wav	[0;31mERROR:[0m [youtube] F7bijbB4Zv0: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YF8JE5w33QqE_30.000_40.000.wav	[0;31mERROR:[0m [youtube] F8JE5w33QqE: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YF9rHT8t-3qo_0.000_10.000.wav	[0;31mERROR:[0m [youtube] F9rHT8t-3qo: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFB1cQMkn4Kw_20.000_30.000.wav	[0;31mERROR:[0m [youtube] FB1cQMkn4Kw: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFBVC0E-F0GY_100.000_110.000.wav	[0;31mERROR:[0m [youtube] FBVC0E-F0GY: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFCvQ_YQSFFQ_30.000_40.000.wav	[0;31mERROR:[0m [youtube] FCvQ_YQSFFQ: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFM_oT9IUQr8_0.000_10.000.wav	[0;31mERROR:[0m [youtube] FM_oT9IUQr8: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFOcMCQ5wivA_21.000_31.000.wav	[0;31mERROR:[0m [youtube] FOcMCQ5wivA: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFQ7h6xqZeJk_20.000_30.000.wav	[0;31mERROR:[0m [youtube] FQ7h6xqZeJk: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFQeA7WP48OQ_0.000_10.000.wav	[0;31mERROR:[0m [youtube] FQeA7WP48OQ: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFS75JZ6aCEA_20.000_30.000.wav	[0;31mERROR:[0m [youtube] FS75JZ6aCEA: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFV9va9Dd0g8_40.000_50.000.wav	[0;31mERROR:[0m [youtube] FV9va9Dd0g8: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFX07iZ_Q9Zw_30.000_40.000.wav	[0;31mERROR:[0m [youtube] FX07iZ_Q9Zw: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFXGw5wYOgmM_0.000_4.000.wav	[0;31mERROR:[0m [youtube] FXGw5wYOgmM: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFYUc6FfBgv0_30.000_40.000.wav	[0;31mERROR:[0m [youtube] FYUc6FfBgv0: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFaR_AtvJ9wY_180.000_190.000.wav	[0;31mERROR:[0m [youtube] FaR_AtvJ9wY: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFbJMtOawkAo_20.000_30.000.wav	[0;31mERROR:[0m [youtube] FbJMtOawkAo: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFeZZQkv1BTg_40.000_50.000.wav	[0;31mERROR:[0m [youtube] FeZZQkv1BTg: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFgDPxUKmtDQ_0.000_10.000.wav	[0;31mERROR:[0m [youtube] FgDPxUKmtDQ: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFge5Fhh-My4_40.000_50.000.wav	[0;31mERROR:[0m [youtube] Fge5Fhh-My4: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFiqt_9_67tk_0.000_10.000.wav	[0;31mERROR:[0m [youtube] Fiqt_9_67tk: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFjtO-xQD_To_30.000_40.000.wav	[0;31mERROR:[0m [youtube] FjtO-xQD_To: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFlM85DliPCo_10.000_20.000.wav	[0;31mERROR:[0m [youtube] FlM85DliPCo: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFnA1vXsPp0s_70.000_80.000.wav	[0;31mERROR:[0m [youtube] FnA1vXsPp0s: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFqkwnR7wLNA_10.000_20.000.wav	[0;31mERROR:[0m [youtube] FqkwnR7wLNA: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFt54T-MT4zw_50.000_60.000.wav	[0;31mERROR:[0m [youtube] Ft54T-MT4zw: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFtNV_Gq62l8_19.000_29.000.wav	[0;31mERROR:[0m [youtube] FtNV_Gq62l8: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFuhzXlzywck_30.000_40.000.wav	[0;31mERROR:[0m [youtube] FuhzXlzywck: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFuiwZeEH_uA_30.000_40.000.wav	[0;31mERROR:[0m [youtube] FuiwZeEH_uA: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFvX_t89X8W0_30.000_40.000.wav	[0;31mERROR:[0m [youtube] FvX_t89X8W0: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFxFGKJJONRY_30.000_40.000.wav	[0;31mERROR:[0m [youtube] FxFGKJJONRY: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YFzplS6RTioI_22.000_32.000.wav	[0;31mERROR:[0m [youtube] FzplS6RTioI: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YG0aNYeQ6tI8_0.000_8.000.wav	[0;31mERROR:[0m [youtube] G0aNYeQ6tI8: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGRVdV2BUfI8_17.000_27.000.wav	[0;31mERROR:[0m [youtube] GRVdV2BUfI8: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGVJiiriWWWM_30.000_40.000.wav	[0;31mERROR:[0m [youtube] GVJiiriWWWM: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGVgjyoAi5zw_40.000_50.000.wav	[0;31mERROR:[0m [youtube] GVgjyoAi5zw: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGX6Ydj-gBaM_0.000_10.000.wav	[0;31mERROR:[0m [youtube] GX6Ydj-gBaM: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGXKUTV0YA3A_30.000_40.000.wav	[0;31mERROR:[0m [youtube] GXKUTV0YA3A: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGYFX4MO3LLY_80.000_90.000.wav	[0;31mERROR:[0m [youtube] GYFX4MO3LLY: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGYp54RsGp04_50.000_60.000.wav	[0;31mERROR:[0m [youtube] GYp54RsGp04: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YG_k2qsahWHY_40.000_50.000.wav	[0;31mERROR:[0m [youtube] G_k2qsahWHY: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YG_yAIO_GeOg_3.000_13.000.wav	[0;31mERROR:[0m [youtube] G_yAIO_GeOg: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGaZhOF_ww4M_20.000_30.000.wav	[0;31mERROR:[0m [youtube] GaZhOF_ww4M: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YG7gYem-sAww_20.000_30.000.wav	[0;31mERROR:[0m [youtube] G7gYem-sAww: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGBqr91Gadsw_30.000_40.000.wav	[0;31mERROR:[0m [youtube] GBqr91Gadsw: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGCGr-IE2E4Q_0.000_10.000.wav	[0;31mERROR:[0m [youtube] GCGr-IE2E4Q: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGCo53AjbW34_0.000_10.000.wav	[0;31mERROR:[0m [youtube] GCo53AjbW34: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGEsFzQNU2OE_10.000_20.000.wav	[0;31mERROR:[0m [youtube] GEsFzQNU2OE: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGIvx1CgL9EY_30.000_40.000.wav	[0;31mERROR:[0m [youtube] GIvx1CgL9EY: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGJaybsizzm4_30.000_40.000.wav	[0;31mERROR:[0m [youtube] GJaybsizzm4: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGMvf33c9d84_30.000_40.000.wav	[0;31mERROR:[0m [youtube] GMvf33c9d84: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGNhSvIOe4m4_0.000_10.000.wav	[0;31mERROR:[0m [youtube] GNhSvIOe4m4: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGOhwL7S9Q7A_30.000_40.000.wav	[0;31mERROR:[0m [youtube] GOhwL7S9Q7A: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGeIYztHuPCw_30.000_40.000.wav	[0;31mERROR:[0m [youtube] GeIYztHuPCw: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGhkjr_CYOQA_30.000_40.000.wav	[0;31mERROR:[0m [youtube] Ghkjr_CYOQA: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGj2JlDcJ51g_50.000_60.000.wav	[0;31mERROR:[0m [youtube] Gj2JlDcJ51g: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGjIFrmfEGWw_180.000_190.000.wav	[0;31mERROR:[0m [youtube] GjIFrmfEGWw: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGlAH_A9k_PA_0.000_7.000.wav	[0;31mERROR:[0m [youtube] GlAH_A9k_PA: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGmVUrqWgRgo_0.000_10.000.wav	[0;31mERROR:[0m [youtube] GmVUrqWgRgo: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGpeXVddUn-w_30.000_40.000.wav	[0;31mERROR:[0m [youtube] GpeXVddUn-w: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGqOn_IbU908_30.000_40.000.wav	[0;31mERROR:[0m [youtube] GqOn_IbU908: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGtyp2DtLehs_10.000_20.000.wav	[0;31mERROR:[0m [youtube] Gtyp2DtLehs: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGuY_w6tRGYY_200.000_210.000.wav	[0;31mERROR:[0m [youtube] GuY_w6tRGYY: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YH8wvllC_LOY_0.000_10.000.wav	[0;31mERROR:[0m [youtube] H8wvllC_LOY: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHAsfcjXgnjQ_40.000_50.000.wav	[0;31mERROR:[0m [youtube] HAsfcjXgnjQ: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHBMkbXdzR3o_30.000_40.000.wav	[0;31mERROR:[0m [youtube] HBMkbXdzR3o: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHC6U_EGCkE4_40.000_50.000.wav	[0;31mERROR:[0m [youtube] HC6U_EGCkE4: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHCz9FsQiX_A_10.000_20.000.wav	[0;31mERROR:[0m [youtube] HCz9FsQiX_A: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHEUxj-5MpLM_0.000_10.000.wav	[0;31mERROR:[0m [youtube] HEUxj-5MpLM: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHEvhgrvbJh8_27.000_37.000.wav	[0;31mERROR:[0m [youtube] HEvhgrvbJh8: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHHO8LjlRIf4_30.000_40.000.wav	[0;31mERROR:[0m [youtube] HHO8LjlRIf4: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHHTzc4_7S2A_30.000_40.000.wav	[0;31mERROR:[0m [youtube] HHTzc4_7S2A: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHIbwWg8PP9I_70.000_80.000.wav	[0;31mERROR:[0m [youtube] HIbwWg8PP9I: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGwIJ1mju6vA_10.000_20.000.wav	[0;31mERROR:[0m [youtube] GwIJ1mju6vA: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGxIlKIyyyOI_30.000_40.000.wav	[0;31mERROR:[0m [youtube] GxIlKIyyyOI: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGxe8in0jswk_20.000_30.000.wav	[0;31mERROR:[0m [youtube] Gxe8in0jswk: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGzS6CWahKqI_21.000_31.000.wav	[0;31mERROR:[0m [youtube] GzS6CWahKqI: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YGzdmC_MiIyg_10.000_20.000.wav	[0;31mERROR:[0m [youtube] GzdmC_MiIyg: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YH-BEdsuYFFw_40.000_50.000.wav	[0;31mERROR:[0m [youtube] H-BEdsuYFFw: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YH-jVRjAIBNM_5.000_15.000.wav	[0;31mERROR:[0m [youtube] H-jVRjAIBNM: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YH3KhBIL0OgQ_40.000_50.000.wav	[0;31mERROR:[0m [youtube] H3KhBIL0OgQ: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YH40OxsccelQ_30.000_40.000.wav	[0;31mERROR:[0m [youtube] H40OxsccelQ: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YH6hahdQGsII_30.000_40.000.wav	[0;31mERROR:[0m [youtube] H6hahdQGsII: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHIdLXBn-Py0_0.000_4.000.wav	[0;31mERROR:[0m [youtube] HIdLXBn-Py0: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHPRlS_mpc9A_0.000_9.000.wav	[0;31mERROR:[0m [youtube] HPRlS_mpc9A: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHSkqFeQFAxg_10.000_20.000.wav	[0;31mERROR:[0m [youtube] HSkqFeQFAxg: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHSsuZH_Hz6w_70.000_80.000.wav	[0;31mERROR:[0m [youtube] HSsuZH_Hz6w: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHXiHhWBDPog_15.000_25.000.wav	[0;31mERROR:[0m [youtube] HXiHhWBDPog: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHYDvHXhEt5w_10.000_20.000.wav	[0;31mERROR:[0m [youtube] HYDvHXhEt5w: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHYLmnCxf78c_0.000_10.000.wav	[0;31mERROR:[0m [youtube] HYLmnCxf78c: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHY_ydY-ko6Q_5.000_15.000.wav	[0;31mERROR:[0m [youtube] HY_ydY-ko6Q: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHZKSKIEk6B0_30.000_40.000.wav	[0;31mERROR:[0m [youtube] HZKSKIEk6B0: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHZWNNMZ8zxY_0.000_10.000.wav	[0;31mERROR:[0m [youtube] HZWNNMZ8zxY: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YH_7AWHR3yUc_30.000_40.000.wav	[0;31mERROR:[0m [youtube] H_7AWHR3yUc: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YH_NeWuHdsTw_20.000_30.000.wav	[0;31mERROR:[0m [youtube] H_NeWuHdsTw: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YH_nXWxU40WI_430.000_440.000.wav	[0;31mERROR:[0m [youtube] H_nXWxU40WI: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHaVVuNRHF7A_30.000_40.000.wav	[0;31mERROR:[0m [youtube] HaVVuNRHF7A: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHbicSwEmJmA_21.000_31.000.wav	[0;31mERROR:[0m [youtube] HbicSwEmJmA: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHcrcBrh9LOE_40.000_50.000.wav	[0;31mERROR:[0m [youtube] HcrcBrh9LOE: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHdNTeW1-6IQ_10.000_20.000.wav	[0;31mERROR:[0m [youtube] HdNTeW1-6IQ: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHe-JTZ6Tngo_230.000_240.000.wav	[0;31mERROR:[0m [youtube] He-JTZ6Tngo: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHj_F6t8XitM_150.000_160.000.wav	[0;31mERROR:[0m [youtube] Hj_F6t8XitM: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHk-6RY8nGvk_30.000_40.000.wav	[0;31mERROR:[0m [youtube] Hk-6RY8nGvk: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHkmQ-EPACQc_1.000_11.000.wav	[0;31mERROR:[0m [youtube] HkmQ-EPACQc: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHky1DDrf23A_30.000_40.000.wav	[0;31mERROR:[0m [youtube] Hky1DDrf23A: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHnjqpUYFuN4_40.000_50.000.wav	[0;31mERROR:[0m [youtube] HnjqpUYFuN4: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHod92H-nW-M_15.000_25.000.wav	[0;31mERROR:[0m [youtube] Hod92H-nW-M: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHowfaQuSOoQ_30.000_40.000.wav	[0;31mERROR:[0m [youtube] HowfaQuSOoQ: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHqzC6L3PugE_60.000_70.000.wav	[0;31mERROR:[0m [youtube] HqzC6L3PugE: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
YHrl1UhQIEAs_30.000_40.000.wav	[0;31mERROR:[0m [youtube] Hrl1UhQIEAs: Unable to download API page: <urlopen error Tunnel connection failed: 503 Service Unavailable> (caused by URLError(OSError('Tunnel connection failed: 503 Service Unavailable')))
